KEGG_name,KEGG_classification,gene_name,count
hsa04960_Aldosterone-regulated_sodium_reabsorption,Excretory system,ATP1A1/ATP1A2/ATP1B1/ATP1B2/ATP1B3/HSD11B2/IGF1/INSR/IRS1/KCNJ1/KRAS/MAPK1/MAPK3/NEDD4L/NR3C2/PDPK1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PRKCA/PRKCB/PRKCG/SCNN1A/SCNN1B/SFN/SGK1/SLC9A3R2,30
hsa04961_Endocrine_and_other_factor-regulated_calcium_reabsorption,Excretory system,ADCY6/ADCY9/AP2A2/AP2B1/AP2M1/AP2S1/ATP1A1/ATP1A2/ATP1B1/ATP1B2/ATP1B3/ATP2B1/ATP2B2/ATP2B3/ATP2B4/BDKRB2/CALB1/CLTB/CLTC/CLTCL1/DNM1/DNM2/DNM3/ESR1/GNAQ/GNAS/KL/KLK1/KLK2/PLCB1/PLCB2/PLCB3/PLCB4/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/PTH1R/RAB11A/SLC8A1/SLC8A2/TRPV5/VDR,44
hsa04962_Vasopressin-regulated_water_reabsorption,Excretory system,ADCY3/ADCY6/ADCY9/AQP3/ARHGDIA/ARHGDIB/ARHGDIG/AVPR2/CREB1/CREB3/CREB3L1/CREB3L2/DCTN1/DCTN2/DCTN4/DCTN5/DCTN6/DYNC1H1/DYNC1I1/DYNC1I2/DYNC1LI1/DYNC1LI2/DYNC2H1/DYNC2LI1/DYNLL1/GNAS/PRKACA/PRKACB/RAB11A/RAB11B/RAB5A/RAB5B/RAB5C/STX4/VAMP2,35
hsa04964_Proximal_tubule_bicarbonate_reclamation,Excretory system,AQP1/ATP1A1/ATP1A2/ATP1B1/ATP1B2/ATP1B3/CA2/CA4/GLS/GLS2/GLUD1/GLUD2/MDH1/PCK1/PCK2/SLC25A10/SLC38A3/SLC4A4,18
hsa04966_Collecting_duct_acid_secretion,Excretory system,ATP4A/ATP6V0A2/ATP6V0A4/ATP6V0E1/ATP6V0E2/ATP6V1A/ATP6V1B2/ATP6V1C1/ATP6V1D/ATP6V1E1/ATP6V1G1/CA2/SLC12A7/SLC4A1/TCIRG1,15
hsa04970_Salivary_secretion,Digestive system,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/ADRA1B/ADRA1D/ADRB1/ADRB2/ATP1A1/ATP1A2/ATP1B1/ATP1B2/ATP1B3/ATP2B1/ATP2B2/ATP2B3/ATP2B4/BEST2/BST1/CALM1/CALML4/CD38/CHRM3/CST3/GNAQ/GNAS/GUCY1A2/ITPR1/ITPR2/ITPR3/KCNMA1/KCNN4/LPO/LYZ/NOS1/PLCB1/PLCB2/PLCB3/PLCB4/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/PRKG1/PRKG2/RYR3/SLC12A2/SLC4A2/SLC9A1/TRPV6/VAMP2,54
hsa04971_Gastric_acid_secretion,Digestive system,ACTB/ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/ATP1A1/ATP1A2/ATP1B1/ATP1B2/ATP1B3/ATP4A/CA2/CALM1/CALML4/CAMK2A/CAMK2B/CAMK2G/CFTR/CHRM3/EZR/GNAI1/GNAI2/GNAI3/GNAQ/GNAS/HRH2/ITPR1/ITPR2/ITPR3/KCNJ1/KCNJ16/KCNJ2/KCNK10/KCNQ1/MYLK/PLCB1/PLCB2/PLCB3/PLCB4/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/SLC4A2/SLC9A1/SSTR2,49
hsa04972_Pancreatic_secretion,Digestive system,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/ATP1A1/ATP1A2/ATP1B1/ATP1B2/ATP1B3/ATP2A1/ATP2A2/ATP2A3/ATP2B1/ATP2B2/ATP2B3/ATP2B4/BST1/CA2/CD38/CEL/CFTR/CHRM3/CLCA2/CLCA4/CPA3/GNAQ/GNAS/ITPR1/ITPR2/ITPR3/KCNMA1/KCNQ1/PLA2G12A/PLA2G1B/PLA2G2D/PLA2G3/PLA2G5/PLCB1/PLCB2/PLCB3/PLCB4/PRKCA/PRKCB/PRKCG/PRSS3/RAB11A/RAB27B/RAB3D/RAB8A/RAC1/RAP1A/RAP1B/RHOA/RYR2/SCT/SLC12A2/SLC4A2/SLC4A4/SLC9A1/TRPC1,62
hsa04973_Carbohydrate_digestion_and_absorption,Digestive system,AKT1/AKT2/AKT3/ATP1A1/ATP1A2/ATP1B1/ATP1B2/ATP1B3/CACNA1D/G6PC3/HK1/HK2/HK3/HKDC1/MGAM/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLCB1/PLCB2/PLCB3/PLCB4/PRKCB/SLC2A5/SLC37A4/SLC5A1,29
hsa04974_Protein_digestion_and_absorption,Digestive system,ACE2/ATP1A1/ATP1A2/ATP1B1/ATP1B2/ATP1B3/COL10A1/COL11A1/COL11A2/COL13A1/COL14A1/COL15A1/COL16A1/COL18A1/COL1A1/COL1A2/COL2A1/COL4A2/COL4A3/COL4A4/COL4A5/COL4A6/COL5A1/COL5A2/COL5A3/COL6A1/COL6A2/COL6A3/COL8A2/COL9A1/COL9A2/COL9A3/CPA3/DPP4/ELN/KCNK5/KCNN4/KCNQ1/MEP1B/MME/PRCP/PRSS3/SLC15A1/SLC16A10/SLC1A1/SLC1A5/SLC36A1/SLC38A2/SLC3A2/SLC7A7/SLC7A8/SLC7A9/SLC8A1/SLC8A2/XPNPEP2,55
hsa04975_Fat_digestion_and_absorption,Digestive system,ABCA1/ABCG5/ACAT1/ACAT2/AGPAT2/APOA1/APOB/CD36/CEL/FABP2/GOT2/MTTP/NPC1L1/PLA2G12A/PLA2G1B/PLA2G2D/PLA2G3/PLA2G5/SCARB1,19
hsa04976_Bile_secretion,Digestive system,ABCB1/ABCB11/ABCB4/ABCC2/ABCC3/ABCC4/ABCG2/ABCG5/ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/AQP1/AQP8/AQP9/ATP1A1/ATP1A2/ATP1B1/ATP1B2/ATP1B3/BAAT/CA2/CFTR/CYP3A4/CYP7A1/EPHX1/GNAS/HMGCR/KCNN2/LDLR/NR0B2/PRKACA/PRKACB/SCARB1/SCT/SLC22A1/SLC27A5/SLC2A1/SLC4A2/SLC4A4/SLC4A5/SLC5A1/SLC9A1/UGT2B17,46
hsa04977_Vitamin_digestion_and_absorption,Digestive system,ABCC1/APOA1/APOB/BTD/CUBN/LMBRD1/MMACHC/SCARB1/SLC19A1/SLC19A2/SLC5A6/TCN2,12
hsa04978_Mineral_absorption,Digestive system,ATOX1/ATP1A1/ATP1A2/ATP1B1/ATP1B2/ATP1B3/ATP2B1/ATP2B2/ATP2B3/ATP2B4/ATP7A/ATP7B/CLCN2/CYBRD1/FTH1/FTL/HEPH/HMOX1/HMOX2/MT1E/MT1F/MT1G/MT1X/MT2A/SLC11A2/SLC30A1/SLC31A1/SLC34A1/SLC39A4/SLC5A1/SLC8A1/SLC8A2/TF/TRPM6/TRPV6/VDR,36
hsa04979_Cholesterol_metabolism,Digestive system,ABCA1/ABCB11/ABCG5/APOA1/APOB/APOC1/APOE/CD36/CETP/CYP27A1/CYP7A1/LDLR/LDLRAP1/LIPA/LIPC/LIPG/LPL/LRP1/LRP2/LRPAP1/MYLIP/NPC1/PLTP/SCARB1/SOAT1/SOAT2/SORT1/STAR/STARD3/TSPO/VAPA/VAPB/VDAC1/VDAC2,34
hsa05010_Alzheimer_disease,Neurodegenerative disease,ADAM10/ADAM17/ADRM1/AGER/AKT1/AKT2/AKT3/AMBRA1/APAF1/APBB1/APC/APC2/APH1A/APH1B/APOE/APP/ARAF/ATF6/ATG2A/ATG2B/ATP2A1/ATP2A2/ATP2A3/AXIN1/BACE1/BECN1/BID/CACNA1C/CACNA1D/CACNA1F/CACNA1S/CALM1/CALML4/CAPN1/CAPN2/CASP3/CASP7/CASP8/CASP9/CDK5/CDK5R1/CHRM3/CHRM5/CHUK/COX4I1/COX5A/COX5B/COX6B1/COX6C/COX7A2/COX7A2L/COX7B/COX7C/CSF1/CSNK1A1/CSNK2A1/CSNK2A2/CSNK2B/CTNNB1/CYBB/CYC1/CYCS/DDIT3/DKK1/DKK2/DKK4/DVL1/DVL2/DVL3/EIF2AK2/EIF2AK3/EIF2S1/ERN1/FADD/FAS/FRAT1/FRAT2/FZD1/FZD2/FZD3/FZD4/FZD5/FZD6/FZD7/FZD9/GNAQ/GRIN1/GRIN2A/GRIN2C/GRIN2D/GSK3B/HRAS/HSD17B10/IDE/IKBKB/IL1A/IL1B/IL6/INSR/IRS1/IRS2/ITPR1/ITPR2/ITPR3/KIF5A/KIF5B/KIF5C/KLC1/KLC2/KRAS/LPL/LRP1/LRP5/LRP6/MAP2K1/MAP2K2/MAP2K7/MAP3K5/MAPK1/MAPK10/MAPK3/MAPK8/MAPK9/MAPT/MME/NAE1/NCSTN/NDUFA1/NDUFA10/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA4L2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFC1/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS6/NDUFS7/NDUFV1/NDUFV2/NFKB1/NOS1/NOS2/NOX1/PIK3C3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PIK3R4/PLCB1/PLCB2/PLCB3/PLCB4/PPID/PPIF/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PSEN1/PSEN2/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA7/PSMB1/PSMB2/PSMB4/PSMB5/PSMB6/PSMB7/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD1/PSMD11/PSMD12/PSMD13/PSMD14/PSMD2/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PTGS2/RAF1/RB1CC1/RELA/RTN3/RTN4/RYR3/SDHA/SDHB/SDHC/SDHD/SLC11A2/SLC25A4/SLC25A5/SLC39A14/SLC39A2/SLC39A4/SLC39A6/SLC39A7/SLC39A8/SLC39A9/SNCA/TNF/TRAF2/TUBA1A/TUBA1B/TUBA1C/TUBA4A/TUBB/TUBB1/TUBB2A/TUBB2B/TUBB3/TUBB6/ULK1/ULK2/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRQ/VDAC1/VDAC2/WIPI1/WIPI2/WNT1/WNT10B/WNT11/WNT16/WNT2B/WNT4/WNT5A/WNT5B/WNT6/WNT7B/WNT8B,265
hsa05012_Parkinson_disease,Neurodegenerative disease,ADRM1/APAF1/ATF6/BAX/BCL2L1/CALM1/CALML4/CAMK2A/CAMK2B/CAMK2G/CASP3/CASP9/COX4I1/COX5A/COX5B/COX6B1/COX6C/COX7A2/COX7A2L/COX7B/COX7C/CYC1/CYCS/DAXX/DDIT3/DRD2/DUSP1/EIF2AK3/EIF2S1/ERN1/GNAI1/GNAI2/GNAI3/GNAL/GNAS/HSPA5/HTRA2/ITPR1/ITPR2/ITPR3/KEAP1/KIF5A/KIF5B/KIF5C/KLC1/KLC2/MAOA/MAP3K5/MAPK10/MAPK8/MAPK9/MAPT/MFN1/MFN2/NDUFA1/NDUFA10/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA4L2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFC1/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS6/NDUFS7/NDUFV1/NDUFV2/NFE2L2/PARK7/PLCG1/PPIF/PRKACA/PRKACB/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA7/PSMB1/PSMB2/PSMB4/PSMB5/PSMB6/PSMB7/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD1/PSMD11/PSMD12/PSMD13/PSMD14/PSMD2/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/RYR3/SDHA/SDHB/SDHC/SDHD/SLC11A2/SLC18A1/SLC18A2/SLC25A4/SLC25A5/SLC39A14/SLC39A2/SLC39A4/SLC39A6/SLC39A7/SLC39A8/SLC39A9/SLC6A3/SNCA/SNCAIP/SOD1/TP53/TUBA1A/TUBA1B/TUBA1C/TUBA4A/TUBB/TUBB1/TUBB2A/TUBB2B/TUBB3/TUBB6/TXN/TXN2/UBA52/UBB/UBC/UBE2G2/UBE2J1/UBE2L3/UBE2L6/UCHL1/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRQ/VDAC1/VDAC2,167
hsa05014_Amyotrophic_lateral_sclerosis,Neurodegenerative disease,ACTB/ACTR10/ACTR1A/ACTR1B/ADRM1/AMBRA1/ANXA11/ANXA7/APAF1/ATF6/ATG2A/ATG2B/ATXN2/ATXN2L/BAX/BCL2/BCL2L1/BECN1/BID/CASP1/CASP3/CASP9/CAT/CCS/CHMP2B/COX4I1/COX5A/COX5B/COX6B1/COX6C/COX7A2/COX7A2L/COX7B/COX7C/CYC1/CYCS/DAXX/DCTN1/DCTN2/DCTN3/DCTN4/DCTN5/DCTN6/DDIT3/DERL1/DNAH17/DNAH2/DNAH3/DNAH6/DNAH7/DNAI1/DNAI2/DNALI1/EIF2AK3/EIF2S1/ERBB4/ERN1/FIG4/FUS/GLE1/GPX1/GPX2/GPX3/GPX7/GRIN1/GRIN2A/GRIN2C/GRIN2D/HAP1/HDAC6/HNRNPA2B1/HSPA5/ITPR3/KIF5A/KIF5B/KIF5C/KLC1/KLC2/MAP1LC3B/MAP1LC3C/MAP2K6/MAP3K5/MAPK11/MAPK12/MAPK13/MAPK14/NCBP1/NDUFA1/NDUFA10/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA4L2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFC1/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS6/NDUFS7/NDUFV1/NDUFV2/NEFH/NOS1/NOS2/NRG1/NRG2/NUP107/NUP133/NUP153/NUP155/NUP160/NUP188/NUP205/NUP210/NUP214/NUP37/NUP43/NUP50/NUP54/NUP85/NUP88/NUP93/NUP98/NXF1/NXF3/NXT1/NXT2/OPTN/PFN1/PFN2/PIK3C3/PIK3R4/POM121L2/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRPH/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA7/PSMB1/PSMB2/PSMB4/PSMB5/PSMB6/PSMB7/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD1/PSMD11/PSMD12/PSMD13/PSMD14/PSMD2/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/RAB1A/RAB5A/RAB8A/RAC1/RAE1/RANBP2/RB1CC1/SDHA/SDHB/SDHC/SDHD/SEC13/SEH1L/SETX/SIGMAR1/SLC1A2/SOD1/SPG11/SQSTM1/TANK/TARDBP/TBK1/TNF/TOMM40/TP53/TRAF2/TUBA1A/TUBA1B/TUBA1C/TUBA4A/TUBB/TUBB1/TUBB2A/TUBB2B/TUBB3/TUBB6/UBQLN2/ULK1/ULK2/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRQ/VAPB/VCP/VDAC1/WDR41/WIPI1/WIPI2,232
hsa05016_Huntington_disease,Neurodegenerative disease,ACTR10/ACTR1A/ACTR1B/ADRM1/AMBRA1/AP2A2/AP2B1/AP2M1/AP2S1/APAF1/ATG2A/ATG2B/BAX/BDNF/BECN1/CACNA1B/CASP3/CASP8/CASP9/CLTB/CLTC/CLTCL1/COX4I1/COX5A/COX5B/COX6B1/COX6C/COX7A2/COX7A2L/COX7B/COX7C/CREB1/CREB3/CREB3L1/CREB3L2/CREBBP/CYC1/CYCS/DCTN1/DCTN2/DCTN3/DCTN4/DCTN5/DCTN6/DLG4/DNAH17/DNAH2/DNAH3/DNAH6/DNAH7/DNAI1/DNAI2/DNALI1/EP300/ERN1/GNAQ/GPX1/GPX2/GPX3/GPX7/GRIA3/GRIN1/HAP1/HDAC1/HDAC2/HIP1/HTT/IFT57/ITPR1/KIF5A/KIF5B/KIF5C/KLC1/KLC2/MAP2K7/MAP3K10/MAP3K5/MAPK10/MAPK8/MAPK9/NDUFA1/NDUFA10/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA4L2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFC1/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS6/NDUFS7/NDUFV1/NDUFV2/NRF1/PIK3C3/PIK3R4/PLCB1/PLCB2/PLCB3/PLCB4/POLR2A/POLR2C/POLR2D/POLR2E/POLR2F/POLR2G/POLR2H/POLR2I/POLR2J/POLR2K/POLR2L/PPARG/PPARGC1A/PPIF/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA7/PSMB1/PSMB2/PSMB4/PSMB5/PSMB6/PSMB7/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD1/PSMD11/PSMD12/PSMD13/PSMD14/PSMD2/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/RB1CC1/RCOR1/REST/SDHA/SDHB/SDHC/SDHD/SLC1A2/SLC1A3/SLC25A4/SLC25A5/SOD1/SP1/STX1A/TAF4/TAF4B/TBP/TBPL1/TFAM/TGM2/TP53/TRAF2/TUBA1A/TUBA1B/TUBA1C/TUBA4A/TUBB/TUBB1/TUBB2A/TUBB2B/TUBB3/TUBB6/UCP1/ULK1/ULK2/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRQ/VDAC1/VDAC2/WIPI1/WIPI2,203
hsa05017_Spinocerebellar_ataxia,Neurodegenerative disease,ADRM1/AFG3L2/AKT1/AKT2/AKT3/AMBRA1/ATG2A/ATG2B/ATP2A1/ATP2A2/ATP2A3/ATXN1/ATXN10/ATXN2/ATXN2L/ATXN3/BECN1/CIC/CYCS/DAB1/ERN1/FGF14/GNAQ/GRIA3/GRIN1/GRIN2A/GRIN2C/GRIN2D/GRM1/GTF2B/ITPR1/ITPR2/ITPR3/KCNC3/KCND3/MAP3K5/MAPK10/MAPK8/MAPK9/OPA1/PIK3C3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PIK3R4/PLCB1/PLCB2/PLCB3/PLCB4/PPIF/PRKCA/PRKCB/PRKCG/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA7/PSMB1/PSMB2/PSMB4/PSMB5/PSMB6/PSMB7/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD1/PSMD11/PSMD12/PSMD13/PSMD14/PSMD2/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PUM1/PUM2/RB1CC1/RBPJ/RELN/RORA/RYR1/SLC1A6/SLC25A4/SLC25A5/SP1/SPTBN2/TBP/TBPL1/TRAF2/ULK1/ULK2/VDAC1/VDAC2/VLDLR/WIPI1/WIPI2,107
hsa05020_Prion_disease,Neurodegenerative disease,ADRM1/APAF1/ATF2/ATF6B/BAX/C1QA/C1QB/C5/C7/C8G/C9/CACNA1B/CACNA1C/CACNA1D/CACNA1F/CACNA1S/CASP3/CASP9/CAV1/CAV2/COX4I1/COX5A/COX5B/COX6B1/COX6C/COX7A2/COX7A2L/COX7B/COX7C/CREB1/CREB3/CREB3L1/CREB3L2/CSNK2A1/CSNK2A2/CSNK2B/CYBA/CYBB/CYC1/CYCS/DDIT3/EGR1/EIF2AK3/EIF2S1/FYN/GRIN1/GRIN2A/GRIN2C/GRIN2D/GSK3B/HSPA1L/HSPA2/HSPA5/HSPA6/IL1A/IL1B/IL6/ITPR1/ITPR2/ITPR3/KIF5A/KIF5B/KIF5C/KLC1/KLC2/LAMC1/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK8/MAPK9/NCAM1/NCAM2/NCF1/NCF2/NDUFA1/NDUFA10/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA4L2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFC1/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS6/NDUFS7/NDUFV1/NDUFV2/NOTCH1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PPIF/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRKACA/PRKACB/PRKCD/PRNP/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA7/PSMB1/PSMB2/PSMB4/PSMB5/PSMB6/PSMB7/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD1/PSMD11/PSMD12/PSMD13/PSMD14/PSMD2/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/RAC1/RAC2/RYR1/RYR2/RYR3/SDHA/SDHB/SDHC/SDHD/SLC25A4/SLC25A5/SOD1/STIP1/TNF/TUBA1A/TUBA1B/TUBA1C/TUBA4A/TUBB/TUBB1/TUBB2A/TUBB2B/TUBB3/TUBB6/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRQ/VDAC1/VDAC2,184
hsa05022_Pathways_of_neurodegeneration - multiple_diseases,Neurodegenerative disease,ACTR10/ACTR1A/ACTR1B/ADRM1/AGER/AMBRA1/APAF1/APC/APC2/APP/ARAF/ATF6/ATG2A/ATG2B/ATP2A1/ATP2A2/ATP2A3/ATXN1/ATXN2/ATXN2L/ATXN3/AXIN1/BAK1/BAX/BCL2/BCL2L1/BDNF/BECN1/BID/CACNA1B/CACNA1C/CACNA1D/CACNA1F/CACNA1S/CALM1/CALML4/CAMK2A/CAMK2B/CAMK2G/CAPN1/CAPN2/CASP3/CASP7/CASP8/CASP9/CAT/CCS/CDK5/CDK5R1/CHMP2B/CHRM3/CHRM5/COX4I1/COX5A/COX5B/COX6B1/COX6C/COX7A2/COX7A2L/COX7B/COX7C/CSF1/CSNK1A1/CSNK2A1/CSNK2A2/CSNK2B/CTNNB1/CYBB/CYC1/CYCS/DAXX/DCTN1/DCTN2/DCTN3/DCTN4/DCTN5/DCTN6/DDIT3/DERL1/DKK1/DKK2/DKK4/DLG4/DNAH17/DNAH2/DNAH3/DNAH6/DNAH7/DNAI1/DNAI2/DNALI1/DVL1/DVL2/DVL3/EIF2AK3/EIF2S1/ERN1/FADD/FAS/FASLG/FIG4/FRAT1/FRAT2/FUS/FZD1/FZD2/FZD3/FZD4/FZD5/FZD6/FZD7/FZD9/GNAQ/GPX1/GPX2/GPX3/GPX7/GRIA3/GRIN1/GRIN2A/GRIN2C/GRIN2D/GRM1/GSK3B/HAP1/HIP1/HRAS/HSD17B10/HSPA5/HTRA2/HTT/IFT57/IL1A/IL1B/IL6/ITPR1/ITPR2/ITPR3/KIF5A/KIF5B/KIF5C/KLC1/KLC2/KRAS/LRP5/LRP6/MAP1LC3B/MAP1LC3C/MAP2K1/MAP2K2/MAP2K6/MAP2K7/MAP3K10/MAP3K5/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK8/MAPK9/MAPT/MFN1/MFN2/NDUFA1/NDUFA10/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA4L2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFC1/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS6/NDUFS7/NDUFV1/NDUFV2/NEFH/NFKB1/NOS1/NOS2/NOX1/OPTN/PARK7/PIK3C3/PIK3R4/PLCB1/PLCB2/PLCB3/PLCB4/PLCG1/PPID/PPIF/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRKCA/PRKCB/PRKCG/PRNP/PRPH/PSEN1/PSEN2/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA7/PSMB1/PSMB2/PSMB4/PSMB5/PSMB6/PSMB7/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD1/PSMD11/PSMD12/PSMD13/PSMD14/PSMD2/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PTGS2/RAB1A/RAB5A/RAB8A/RAC1/RAF1/RB1CC1/RELA/RYR1/RYR2/RYR3/SDHA/SDHB/SDHC/SDHD/SIGMAR1/SLC25A4/SLC25A5/SLC6A3/SNCA/SNCAIP/SOD1/SPG11/SPTBN2/SQSTM1/STX1A/TANK/TARDBP/TBK1/TNF/TOMM40/TRAF2/TUBA1A/TUBA1B/TUBA1C/TUBA4A/TUBB/TUBB1/TUBB2A/TUBB2B/TUBB3/TUBB6/UBA52/UBB/UBC/UBE2G2/UBE2J1/UBE2L3/UBE2L6/UCHL1/ULK1/ULK2/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRQ/VAPB/VCP/VDAC1/VDAC2/WDR41/WIPI1/WIPI2/WNT1/WNT10B/WNT11/WNT16/WNT2B/WNT4/WNT5A/WNT5B/WNT6/WNT7B/WNT8B,326
hsa05030_Cocaine_addiction,Substance dependence,ATF2/ATF6B/BDNF/CDK5/CDK5R1/CREB1/CREB3/CREB3L1/CREB3L2/DDC/DLG4/DRD2/FOSB/GNAI1/GNAI2/GNAI3/GNAS/GRIN1/GRIN2A/GRIN2C/GRIN2D/GRM2/JUN/MAOA/NFKB1/PRKACA/PRKACB/RELA/RGS9/SLC18A1/SLC18A2/SLC6A3,32
hsa05031_Amphetamine_addiction,Substance dependence,ARC/ATF2/ATF6B/CACNA1C/CACNA1D/CALM1/CALML4/CAMK2A/CAMK2B/CAMK2G/CAMK4/CREB1/CREB3/CREB3L1/CREB3L2/DDC/FOS/FOSB/GNAS/GRIA3/GRIN1/GRIN2A/GRIN2C/GRIN2D/HDAC1/HDAC2/JUN/MAOA/PPP1CB/PPP1CC/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/SIRT1/SLC18A1/SLC18A2/SLC6A3/STX1A,44
hsa05032_Morphine_addiction,Substance dependence,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/ARRB1/ARRB2/CACNA1B/GABBR1/GABBR2/GABRA2/GABRA4/GABRB1/GABRB2/GABRB3/GABRD/GABRR1/GABRR2/GNAI1/GNAI2/GNAI3/GNAO1/GNAS/GNB1/GNB2/GNB3/GNB5/GNG11/GNG12/GNG13/GNG3/GNG4/GNG5/GNG7/GRK4/GRK5/GRK6/KCNJ3/KCNJ5/KCNJ9/PDE10A/PDE1A/PDE1B/PDE2A/PDE3A/PDE3B/PDE4A/PDE4B/PDE4D/PDE7B/PDE8A/PDE8B/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG,58
hsa05033_Nicotine_addiction,Substance dependence,CACNA1B/CHRNA4/GABRA2/GABRA4/GABRB1/GABRB2/GABRB3/GABRD/GABRR1/GABRR2/GRIA3/GRIN1/GRIN2A/GRIN2C/GRIN2D/SLC17A7,16
